199601280004,0,1,0,NA,Unknown,Firearms
199601290001,0,2,0,NA,Unknown,Explosives
199601290002,0,1,0,NA,Unknown,Unknown
199601290003,0,3,0,NA,Unknown,Unknown
199601290004,0,NA,NA,NA,Unknown,Explosives
199601290005,0,14,NA,NA,Unknown,Firearms
199601290006,0,5,2,NA,Liberation Tigers of Tamil Eelam (LTTE),Unknown
199601290007,0,1,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Firearms
199601290008,0,1,0,NA,Unknown,Firearms
199601290009,0,1,0,NA,Unknown,Firearms
199601300001,0,0,0,NA,Student Militants,Explosives
199601300002,0,1,0,NA,Irish National Liberation Army (INLA),Firearms
199601300003,0,0,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Explosives
199601300004,0,1,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Explosives
199601300005,0,3,0,NA,Democratic Karen Buddhist Army (DKBA),Firearms
199601300006,0,2,0,NA,Unknown,Explosives
199601300007,0,0,0,NA,Unknown,Firearms
199601300008,0,0,0,NA,Karnataka State Farmers Association,Unknown
199601300009,0,2,0,NA,Revolutionary Front for an Independent East Timor (FRETILIN),Melee
199601300010,0,1,0,NA,Unknown,Melee
199601310001,0,4,1,NA,Rival peasant band,Firearms
199601310002,1,90,1272,NA,Liberation Tigers of Tamil Eelam (LTTE),Explosives
199601310003,0,3,0,NA,Unknown,Melee
199602000001,0,2,6,NA,Revolutionary United Front (RUF),Firearms
199602010001,0,NA,1,NA,Unknown,Firearms
199602010002,0,6,13,NA,Unknown,Explosives
199602010003,0,2,0,NA,Dignity for Colombia,Firearms
199602010004,0,1,0,NA,Unknown,Firearms
199602010005,0,1,10,NA,Unknown,Explosives
199602020001,0,0,1,NA,Unknown,Firearms
199602020002,0,0,0,NA,Unknown,Firearms
199602020003,0,11,0,NA,Unknown,Melee
199602020004,0,1,4,NA,Unknown,Explosives
199602030001,0,0,1,NA,Unknown,Melee
199602030002,0,1,0,NA,Unknown,Unknown
199602030003,0,1,0,NA,Unknown,Unknown
199602030004,0,1,0,NA,Unknown,Unknown
199602030005,0,1,0,NA,Unknown,Unknown
199602030006,0,7,7,NA,Rival Afghan Group,Firearms
199602030007,0,0,1,NA,Unknown,Explosives
199602030009,0,0,0,NA,Unknown,Explosives
199602030010,0,0,0,NA,Unknown,Explosives
199602030011,0,0,0,NA,Unknown,Explosives
199602030012,0,0,0,NA,Unknown,Explosives
199602040001,0,1,4,NA,Unknown,Firearms
199602040002,0,1,0,NA,Unknown,Firearms
